Arrive Or Depart,Schedule,Airline,Flight Number,Gate,Terminal
A,1/1/2018 9:59:00 AM,United Airlines,237,6B,2
D,1/1/2018 10:00:00 AM,American Airlines,1639,A4,4
D,1/1/2018 10:00:00 AM,American Airlines,463,A30,4
D,1/1/2018 10:00:00 AM,American Airlines,579,B12,4
D,1/1/2018 10:00:00 AM,American Airlines,649,A13,4
A,1/1/2018 10:00:00 AM,American Airlines,531,A8,4
A,1/1/2018 10:00:00 AM,American Airlines,625,A12,4
A,1/1/2018 10:00:00 AM,Southwest Airlines,454,D7,4
A,1/1/2018 10:00:00 AM,Southwest Airlines,1224,C19,4
D,1/1/2018 10:01:00 AM,American Airlines,567,A19,4
A,1/1/2018 10:01:00 AM,United Airlines,5411,5,2
A,1/1/2018 10:01:00 AM,American Airlines,1456,A23,4
D,1/1/2018 10:02:00 AM,American Airlines,1985,A21,4
A,1/1/2018 10:02:00 AM,American Airlines,386,B14,4
A,1/1/2018 10:02:00 AM,American Airlines,5932,B22,4
A,1/1/2018 10:03:00 AM,American Airlines,485,A29,4
D,1/1/2018 10:04:00 AM,American Airlines,106,A29,4
D,1/1/2018 10:04:00 AM,American Airlines,406,B6,4
A,1/1/2018 10:04:00 AM,American Airlines,1468,A2,4
D,1/1/2018 10:05:00 AM,American Airlines,552,B6,4
A,1/1/2018 10:06:00 AM,American Airlines,493,A10,4
A,1/1/2018 10:07:00 AM,American Airlines,5808,B16,4
A,1/1/2018 10:08:00 AM,American Airlines,414,B6,4
A,1/1/2018 10:08:00 AM,American Airlines,1428,A9,4
A,1/1/2018 10:10:00 AM,American Airlines,638,B8,4
A,1/1/2018 10:11:00 AM,American Airlines,506,A6,4
A,1/1/2018 10:13:00 AM,American Airlines,3032,B7,4
D,1/1/2018 10:14:00 AM,Delta Air Lines,160,17,3
A,1/1/2018 10:14:00 AM,American Airlines,5765,A1,4
D,1/1/2018 10:15:00 AM,Southwest Airlines,6411,C7,4
A,1/1/2018 10:15:00 AM,Southwest Airlines,1328,C9,4
A,1/1/2018 10:18:00 AM,American Airlines,1572,A7,4
A,1/1/2018 10:18:00 AM,American Airlines,3075,B1A,4
A,1/1/2018 10:19:00 AM,American Airlines,481,A21,4
D,1/1/2018 10:20:00 AM,Southwest Airlines,1368,C9,4
D,1/1/2018 10:20:00 AM,Southwest Airlines,1816,D8,4
D,1/1/2018 10:20:00 AM,Southwest Airlines,1734,D4,4
D,1/1/2018 10:20:00 AM,Southwest Airlines,1547,C18,4
D,1/1/2018 10:20:00 AM,Southwest Airlines,1556,D1,4
A,1/1/2018 10:20:00 AM,American Airlines,5884,B5,4
A,1/1/2018 10:20:00 AM,American Airlines,5893,B9,4
A,1/1/2018 10:20:00 AM,American Airlines,5920,B21,4
A,1/1/2018 10:21:00 AM,American Airlines,1431,A25,4
A,1/1/2018 10:21:00 AM,American Airlines,780,A3,4
A,1/1/2018 12:04:00 AM,Alaska Airlines,640,10,2
A,1/1/2018 12:15:00 AM,Frontier Airlines,753,26,3
D,1/1/2018 12:35:00 AM,American Airlines,2060,A5,4
A,1/1/2018 12:37:00 AM,Alaska Airlines,632,11,2
A,1/1/2018 12:43:00 AM,American Airlines,654,A5,4
D,1/1/2018 12:45:00 AM,American Airlines,1983,A11,4
D,1/1/2018 12:50:00 AM,United Airlines,1453,8,2
D,1/1/2018 12:55:00 AM,American Airlines,1283,A6,4
A,1/1/2018 12:57:00 AM,American Airlines,609,A11,4
D,1/1/2018 12:59:00 AM,American Airlines,450,A13,4
A,1/1/2018 1:04:00 AM,United Airlines,377,8,2
D,1/4/2018 6:30:00 AM,Southwest Airlines,1573,C6,4
D,1/4/2018 6:35:00 AM,United Airlines,781,6B,2
D,1/4/2018 6:35:00 AM,Southwest Airlines,1974,D8,4
D,1/4/2018 6:40:00 AM,American Airlines,2996,B3,4
D,1/4/2018 6:45:00 AM,Alaska Airlines,631,11,2
D,1/4/2018 6:45:00 AM,Delta Air Lines,5710,17,3
A,1/4/2018 6:58:00 AM,American Airlines,693,B25,4
A,1/4/2018 7:00:00 AM,Southwest Airlines,113,C16,4
D,1/4/2018 7:00:00 AM,Delta Air Lines,998,19,3
D,1/4/2018 7:00:00 AM,Delta Air Lines,1994,15,3
D,1/4/2018 7:00:00 AM,Frontier Airlines,1442,20,3
D,1/4/2018 7:00:00 AM,Southwest Airlines,433,C16,4
A,1/4/2018 7:10:00 AM,Southwest Airlines,1406,C9,4
D,1/4/2018 7:10:00 AM,Southwest Airlines,223,C1,4
A,1/4/2018 7:15:00 AM,Southwest Airlines,1661,D2,4
D,1/4/2018 7:15:00 AM,Delta Air Lines,936,16,3
D,1/4/2018 7:15:00 AM,Delta Air Lines,2162,23,3
A,1/4/2018 7:20:00 AM,Southwest Airlines,416,D4,4
D,1/4/2018 7:20:00 AM,Southwest Airlines,1387,C3,4
A,1/4/2018 7:25:00 AM,Southwest Airlines,863,D8,4
D,1/4/2018 7:25:00 AM,Southwest Airlines,1546,D3,4
A,1/4/2018 7:30:00 AM,Southwest Airlines,987,D5,4
D,1/4/2018 7:30:00 AM,American Airlines,570,A29,4
D,1/4/2018 7:30:00 AM,Frontier Airlines,1880,25,3
D,1/4/2018 7:30:00 AM,Hawaiian Airlines,35,24,3
D,1/4/2018 7:30:00 AM,United Airlines,2083,8,2
A,1/4/2018 7:39:00 AM,American Airlines,670,A5,4
A,1/4/2018 7:39:00 AM,American Airlines,553,A2,4
A,1/4/2018 7:39:00 AM,American Airlines,3056,B3,4
D,1/4/2018 7:40:00 AM,Southwest Airlines,313,D1,4
A,1/4/2018 7:42:00 AM,American Airlines,5837,B16,4
A,1/4/2018 7:45:00 AM,Southwest Airlines,637,C18,4
D,1/4/2018 7:45:00 AM,American Airlines,549,A13,4
A,1/4/2018 7:47:00 AM,American Airlines,1107,A12,4
A,1/4/2018 7:48:00 AM,American Airlines,511,A17,4
A,1/4/2018 7:49:00 AM,American Airlines,5823,B2,4
A,1/4/2018 7:50:00 AM,American Airlines,5836,B19,4
D,1/4/2018 7:50:00 AM,Southwest Airlines,1407,C9,4
D,1/4/2018 7:55:00 AM,Southwest Airlines,532,C11,4
A,1/4/2018 7:56:00 AM,American Airlines,1110,A11,4
A,1/4/2018 7:59:00 AM,American Airlines,697,A29,4
D,1/4/2018 8:00:00 AM,WestJet,1499,B23,4
D,1/4/2018 8:00:00 AM,Southwest Airlines,117,D2,4
D,1/4/2018 8:00:00 AM,Southwest Airlines,1890,C7,4
D,1/4/2018 8:00:00 AM,Southwest Airlines,1959,D7,4
A,1/4/2018 8:03:00 AM,American Airlines,645,A30,4
A,1/4/2018 8:05:00 AM,Southwest Airlines,1353,C6,4
D,1/4/2018 8:10:00 AM,American Airlines,832,A14,4
D,1/4/2018 8:10:00 AM,American Airlines,1969,A7,4
D,1/4/2018 8:10:00 AM,Alaska Airlines,637,10,2
D,1/4/2018 8:10:00 AM,Southwest Airlines,987,D5,4
D,1/4/2018 8:10:00 AM,Southwest Airlines,416,D4,4
A,1/4/2018 8:15:00 AM,Southwest Airlines,1361,C3,4
D,1/4/2018 8:19:00 AM,United Airlines,656,6A,2
A,1/4/2018 8:20:00 AM,Southwest Airlines,39,D7,4
A,1/4/2018 8:20:00 AM,Southwest Airlines,1954,C11,4
D,1/4/2018 8:20:00 AM,American Airlines,1271,B14,4
D,1/4/2018 8:20:00 AM,American Airlines,1856,A24,4
D,1/4/2018 8:20:00 AM,Delta Air Lines,5766,17,3
D,1/4/2018 8:20:00 AM,Southwest Airlines,863,D8,4
A,1/4/2018 8:25:00 AM,Southwest Airlines,595,C17,4
D,1/4/2018 8:25:00 AM,American Airlines,1676,A18,4
D,1/4/2018 8:25:00 AM,American Airlines,1709,B12,4
D,1/4/2018 8:25:00 AM,Delta Air Lines,5705,15,3
A,1/4/2018 8:30:00 AM,American Airlines,664,A20,4
A,1/4/2018 8:30:00 AM,Great Lakes Airlines,3031,9,2
A,1/4/2018 8:30:00 AM,Southwest Airlines,1033,D2,4
D,1/4/2018 8:30:00 AM,American Airlines,670,A5,4
A,1/4/2018 8:32:00 AM,American Airlines,1650,B6,4
D,1/4/2018 8:35:00 AM,American Airlines,465,A26,4
D,1/4/2018 8:35:00 AM,American Airlines,690,A30,4
D,1/4/2018 8:35:00 AM,American Airlines,5832,B20,4
D,1/4/2018 8:35:00 AM,American Airlines,5895,B2,4
D,1/4/2018 8:35:00 AM,Frontier Airlines,1876,20,3
D,1/4/2018 8:35:00 AM,Southwest Airlines,5794,C18,4
A,1/4/2018 8:38:00 AM,American Airlines,887,B12,4
A,1/4/2018 8:39:00 AM,American Airlines,938,B14,4
D,1/4/2018 8:40:00 AM,American Airlines,5930,B18,4
D,1/4/2018 8:40:00 AM,Southwest Airlines,1353,C6,4
A,1/4/2018 8:42:00 AM,American Airlines,665,A9,4
D,1/4/2018 8:42:00 AM,American Airlines,855,B10,4
A,1/4/2018 8:43:00 AM,American Airlines,595,A7,4
A,1/4/2018 8:45:00 AM,American Airlines,646,A18,4
A,1/4/2018 8:45:00 AM,American Airlines,5756,B20,4
D,1/4/2018 8:45:00 AM,American Airlines,553,A2,4
D,1/4/2018 8:45:00 AM,American Airlines,5934,B21,4
A,1/4/2018 8:46:00 AM,American Airlines,1598,A14,4
A,1/4/2018 8:49:00 AM,American Airlines,5817,A1,4
D,1/4/2018 8:50:00 AM,American Airlines,412,A20,4
A,1/4/2018 8:51:00 AM,American Airlines,106,A13,4
A,1/4/2018 8:51:00 AM,American Airlines,761,A26,4
A,1/4/2018 8:52:00 AM,American Airlines,578,A10,4
A,1/4/2018 8:53:00 AM,American Airlines,5760,B24,4
A,1/4/2018 8:55:00 AM,American Airlines,1835,B27,4
A,1/4/2018 8:55:00 AM,American Airlines,567,A24,4
D,1/4/2018 8:55:00 AM,American Airlines,5957,B5,4
D,1/4/2018 8:55:00 AM,Southwest Airlines,1361,C3,4
A,1/4/2018 8:56:00 AM,American Airlines,5763,B22,4
A,1/4/2018 8:58:00 AM,American Airlines,3068,B18,4
A,1/4/2018 8:58:00 AM,American Airlines,3071,B5,4
A,1/4/2018 8:59:00 AM,American Airlines,1639,B10,4
D,1/4/2018 8:59:00 AM,American Airlines,1107,A12,4
A,1/4/2018 9:00:00 AM,American Airlines,649,A5,4
D,1/4/2018 9:00:00 AM,Southwest Airlines,39,D7,4
A,1/2/2018 8:42:00 AM,American Airlines,665,A13,4
A,1/2/2018 8:43:00 AM,American Airlines,595,A13,4
D,1/2/2018 8:45:00 AM,American Airlines,553,B8,4
D,1/2/2018 8:45:00 AM,American Airlines,5934,B21,4
A,1/2/2018 8:45:00 AM,American Airlines,646,A3,4
A,1/2/2018 8:45:00 AM,American Airlines,5756,B20,4
A,1/2/2018 8:46:00 AM,American Airlines,1598,A23,4
A,1/2/2018 8:49:00 AM,American Airlines,5817,B16,4
D,1/2/2018 8:50:00 AM,American Airlines,412,A22,4
D,1/2/2018 8:50:00 AM,Southwest Airlines,6778,D4,4
A,1/2/2018 8:50:00 AM,Southwest Airlines,6591,D7,4
A,1/2/2018 8:50:00 AM,Southwest Airlines,5010,C8,4
A,1/2/2018 8:51:00 AM,American Airlines,106,B14,4
A,1/2/2018 8:51:00 AM,American Airlines,761,A7,4
A,1/2/2018 8:52:00 AM,American Airlines,578,A6,4
A,1/2/2018 8:53:00 AM,American Airlines,5760,B15A,4
D,1/2/2018 8:55:00 AM,American Airlines,5957,B18,4
A,1/2/2018 8:55:00 AM,American Airlines,1835,B28,4
A,1/2/2018 8:55:00 AM,American Airlines,567,A5,4
A,1/2/2018 8:55:00 AM,Southwest Airlines,1044,D3,4
A,1/2/2018 8:55:00 AM,Southwest Airlines,6277,C18,4
A,1/2/2018 8:56:00 AM,American Airlines,5763,B26,4
A,1/2/2018 8:58:00 AM,American Airlines,3068,B22,4
A,1/2/2018 8:58:00 AM,American Airlines,3071,B19,4
D,1/2/2018 8:59:00 AM,American Airlines,1107,A14,4
A,1/2/2018 8:59:00 AM,American Airlines,1639,B8,4
D,1/2/2018 9:00:00 AM,Southwest Airlines,6462,C17,4
A,1/2/2018 9:00:00 AM,American Airlines,649,B27,4
A,1/2/2018 9:00:00 AM,Southwest Airlines,6127,D2,4
A,1/2/2018 9:02:00 AM,American Airlines,3165,B3,4
A,1/2/2018 9:02:00 AM,American Airlines,3160,B21,4
A,1/2/2018 9:02:00 AM,American Airlines,5896,B18,4
D,1/2/2018 9:05:00 AM,Southwest Airlines,6909,C1,4
A,1/2/2018 9:05:00 AM,American Airlines,3024,B1,4
A,1/2/2018 9:05:00 AM,American Airlines,3132,B15B,4
A,1/2/2018 9:05:00 AM,Southwest Airlines,1341,C19,4
A,1/2/2018 9:05:00 AM,Southwest Airlines,6101,C13,4
A,1/2/2018 9:05:00 AM,Southwest Airlines,5020,D8,4
A,1/2/2018 9:09:00 AM,American Airlines,5909,A1,4
A,1/2/2018 9:09:00 AM,American Airlines,552,B12,4
A,1/2/2018 9:10:00 AM,American Airlines,5810,B2,4
A,1/2/2018 9:10:00 AM,Southwest Airlines,6316,D5,4
A,1/2/2018 9:10:00 AM,Southwest Airlines,5297,D1,4
A,1/2/2018 9:10:00 AM,Southwest Airlines,5582,D6,4
A,1/2/2018 9:10:00 AM,Southwest Airlines,862,C1,4
A,1/2/2018 9:14:00 AM,American Airlines,2754,A12,4
A,1/2/2018 9:15:00 AM,Southwest Airlines,6743,C6,4
D,1/2/2018 9:20:00 AM,Southwest Airlines,1073,C11,4
A,1/2/2018 9:20:00 AM,Southwest Airlines,1415,C3,4
A,1/2/2018 9:25:00 AM,Southwest Airlines,6290,C7,4
D,1/2/2018 9:30:00 AM,United Airlines,316,6B,2
D,1/2/2018 9:30:00 AM,Southwest Airlines,6434,C18,4
A,1/2/2018 9:30:00 AM,Southwest Airlines,5064,D4,4
A,1/2/2018 9:30:00 AM,Southwest Airlines,6766,C11,4
A,1/2/2018 9:30:00 AM,Southwest Airlines,5486,C9,4
D,1/2/2018 9:35:00 AM,American Airlines,938,A23,4
D,1/2/2018 9:35:00 AM,American Airlines,619,B4,4
D,1/2/2018 9:35:00 AM,American Airlines,743,B25,4
D,1/2/2018 9:35:00 AM,American Airlines,3079,B1A,4
D,1/2/2018 9:36:00 AM,American Airlines,1840,A13,4
D,1/2/2018 9:37:00 AM,American Airlines,1073,A14,4
D,1/2/2018 9:38:00 AM,American Airlines,652,B6,4
D,1/2/2018 9:40:00 AM,American Airlines,532,A11,4
D,1/2/2018 9:40:00 AM,American Airlines,554,B28,4
D,1/2/2018 9:40:00 AM,American Airlines,1650,A4,4
D,1/2/2018 9:40:00 AM,American Airlines,5875,B20,4
D,1/2/2018 9:40:00 AM,American Airlines,5891,B16,4
D,1/2/2018 9:41:00 AM,American Airlines,5906,B24,4
D,1/2/2018 9:43:00 AM,American Airlines,595,A13,4
D,1/2/2018 9:44:00 AM,American Airlines,1598,A25,4
D,1/2/2018 9:44:00 AM,American Airlines,3068,B22,4
D,1/2/2018 9:45:00 AM,American Airlines,665,B10,4
D,1/2/2018 9:45:00 AM,American Airlines,515,A20,4
D,1/2/2018 9:45:00 AM,American Airlines,3080,B21,4
D,1/2/2018 9:45:00 AM,American Airlines,3071,16,4
A,1/2/2018 9:45:00 AM,Southwest Airlines,6646,C4,4
D,1/2/2018 9:46:00 AM,American Airlines,593,A21,4
A,1/2/2018 9:46:00 AM,Delta Air Lines,1384,19,3
D,1/2/2018 9:48:00 AM,American Airlines,3022,B3,4
D,1/2/2018 9:49:00 AM,American Airlines,1100,B14,4
D,1/2/2018 9:50:00 AM,American Airlines,646,A3,4
D,1/2/2018 9:50:00 AM,American Airlines,460,A17,4
D,1/2/2018 9:50:00 AM,American Airlines,2094,A8,4
A,1/2/2018 9:50:00 AM,Alaska Airlines,636,10,2
D,1/2/2018 9:51:00 AM,American Airlines,489,A10,4
A,1/2/2018 9:52:00 AM,American Airlines,601,B4,4
D,1/2/2018 9:53:00 AM,American Airlines,5785,B15A,4
A,1/2/2018 9:53:00 AM,WestJet,1342,B23,4
A,1/2/2018 9:54:00 AM,American Airlines,588,A10,4
D,1/2/2018 9:55:00 AM,American Airlines,578,A6,4
D,1/2/2018 9:55:00 AM,American Airlines,5839,B18,4
D,1/2/2018 9:55:00 AM,American Airlines,5916,A1,4
D,1/2/2018 9:55:00 AM,Southwest Airlines,6101,C13,4
D,1/2/2018 9:55:00 AM,Southwest Airlines,5020,D8,4
D,1/2/2018 9:55:00 AM,Southwest Airlines,6127,D2,4
D,1/2/2018 9:55:00 AM,Southwest Airlines,3974,D5,4
D,1/2/2018 9:55:00 AM,Southwest Airlines,5079,D3,4
D,1/2/2018 9:55:00 AM,Southwest Airlines,5603,C8,4
A,1/2/2018 9:56:00 AM,American Airlines,319,B14,4
A,1/2/2018 9:56:00 AM,American Airlines,1657,A21,4
D,1/2/2018 9:59:00 AM,American Airlines,5803,B2,4
D,1/2/2018 9:59:00 AM,American Airlines,5892,B26,4
A,1/2/2018 9:59:00 AM,United Airlines,237,6B,2
D,1/2/2018 10:00:00 AM,American Airlines,1639,B8,4
D,1/2/2018 10:00:00 AM,American Airlines,463,A5,4
D,1/2/2018 10:00:00 AM,American Airlines,649,A30,4
D,1/2/2018 10:00:00 AM,American Airlines,579,B9,4
D,1/2/2018 10:00:00 AM,Southwest Airlines,6316,D7,4
D,1/2/2018 10:00:00 AM,Southwest Airlines,5297,D1,4
D,1/2/2018 10:00:00 AM,Southwest Airlines,5582,D6,4
D,1/2/2018 10:00:00 AM,Southwest Airlines,862,C6,4
D,1/2/2018 10:00:00 AM,Southwest Airlines,5033,C19,4
A,1/2/2018 10:00:00 AM,American Airlines,625,A4,4
A,1/2/2018 10:00:00 AM,American Airlines,531,A8,4
D,1/2/2018 10:01:00 AM,American Airlines,567,A7,4
D,1/3/2018 8:00:00 AM,WestJet,1499,B23,4
D,1/3/2018 8:00:00 AM,Frontier Airlines,1876,20,3
D,1/3/2018 8:00:00 AM,Southwest Airlines,117,C6,4
D,1/3/2018 8:00:00 AM,Southwest Airlines,1890,C14,4
D,1/3/2018 8:00:00 AM,Southwest Airlines,1959,D5,4
A,1/3/2018 8:03:00 AM,American Airlines,645,A22,4
A,1/3/2018 8:05:00 AM,Southwest Airlines,1353,C3,4
D,1/3/2018 8:10:00 AM,American Airlines,832,A8,4
D,1/3/2018 8:10:00 AM,American Airlines,1969,A21,4
D,1/3/2018 8:10:00 AM,Alaska Airlines,637,10,2
D,1/3/2018 8:10:00 AM,Southwest Airlines,416,D6,4
D,1/3/2018 8:10:00 AM,Southwest Airlines,987,C13,4
A,1/3/2018 8:15:00 AM,Southwest Airlines,1361,C9,4
D,1/3/2018 8:19:00 AM,United Airlines,656,6A,2
D,1/3/2018 8:20:00 AM,American Airlines,1271,A9,4
D,1/3/2018 8:20:00 AM,American Airlines,1856,A27,4
D,1/3/2018 8:20:00 AM,Delta Air Lines,5766,18,3
D,1/3/2018 8:20:00 AM,Southwest Airlines,863,D7,4
A,1/3/2018 8:20:00 AM,Southwest Airlines,39,D1,4
A,1/3/2018 8:20:00 AM,Southwest Airlines,1954,C8,4
D,1/3/2018 8:25:00 AM,American Airlines,1676,A19,4
D,1/3/2018 8:25:00 AM,American Airlines,1709,A12,4
D,1/3/2018 8:25:00 AM,Delta Air Lines,5705,15,3
A,1/3/2018 8:25:00 AM,Southwest Airlines,595,C17,4
D,1/3/2018 8:30:00 AM,American Airlines,670,B7,4
A,1/3/2018 8:30:00 AM,American Airlines,664,A20,4
A,1/3/2018 8:30:00 AM,Great Lakes Airlines,3031,9,2
A,1/3/2018 8:30:00 AM,Southwest Airlines,1033,D6,4
A,1/3/2018 8:31:00 AM,Frontier Airlines,1869,20,3
A,1/3/2018 8:32:00 AM,American Airlines,1650,A3,4
D,1/3/2018 8:35:00 AM,American Airlines,465,A26,4
D,1/3/2018 8:35:00 AM,American Airlines,690,A20,4
D,1/3/2018 8:35:00 AM,American Airlines,5832,B19,4
D,1/3/2018 8:35:00 AM,American Airlines,5895,B2,4
D,1/3/2018 8:35:00 AM,Southwest Airlines,5794,C18,4
A,1/3/2018 8:38:00 AM,American Airlines,887,A8,4
A,1/3/2018 8:39:00 AM,American Airlines,938,A9,4
D,1/3/2018 8:40:00 AM,American Airlines,5930,B22,4
D,1/3/2018 8:40:00 AM,Southwest Airlines,1353,C3,4
D,1/3/2018 8:42:00 AM,American Airlines,855,B4,4
A,1/3/2018 8:42:00 AM,American Airlines,665,B8,4
A,1/3/2018 8:43:00 AM,American Airlines,595,A5,4
D,1/3/2018 8:45:00 AM,American Airlines,553,B27,4
D,1/3/2018 8:45:00 AM,American Airlines,5934,A1,4
A,1/3/2018 8:45:00 AM,American Airlines,646,A19,4
A,1/3/2018 8:45:00 AM,American Airlines,5756,B24,4
A,1/3/2018 8:46:00 AM,American Airlines,1598,A25,4
A,1/3/2018 8:49:00 AM,American Airlines,5817,B21,4
D,1/3/2018 8:50:00 AM,American Airlines,412,A30,4
A,1/3/2018 8:51:00 AM,American Airlines,761,A21,4
A,1/3/2018 8:51:00 AM,American Airlines,106,A12,4
A,1/3/2018 8:52:00 AM,American Airlines,578,B6,4
A,1/3/2018 8:53:00 AM,American Airlines,5760,B7,4
D,1/3/2018 8:55:00 AM,American Airlines,5957,B18,4
D,1/3/2018 8:55:00 AM,Southwest Airlines,1361,C9,4
A,1/3/2018 8:55:00 AM,American Airlines,1835,B28,4
A,1/3/2018 8:55:00 AM,American Airlines,567,A29,4
A,1/3/2018 8:56:00 AM,American Airlines,5763,B24,4
A,1/3/2018 8:58:00 AM,American Airlines,3068,B19,4
A,1/3/2018 8:58:00 AM,American Airlines,3071,B15A,4
D,1/3/2018 8:59:00 AM,American Airlines,1107,A14,4
A,1/3/2018 8:59:00 AM,American Airlines,1639,B4,4
D,1/3/2018 9:00:00 AM,Southwest Airlines,39,D1,4
D,1/3/2018 9:00:00 AM,Southwest Airlines,1954,C8,4
A,1/3/2018 9:00:00 AM,American Airlines,649,A7,4
A,1/3/2018 9:02:00 AM,American Airlines,3165,B1,4
A,1/3/2018 9:02:00 AM,American Airlines,5896,Cancelled_,4
A,1/3/2018 9:02:00 AM,American Airlines,3160,A1,4
A,1/3/2018 9:05:00 AM,American Airlines,3132,B15B,4
A,1/3/2018 9:05:00 AM,American Airlines,3024,B3,4
A,1/3/2018 9:05:00 AM,Southwest Airlines,625,D3,4
A,1/3/2018 9:09:00 AM,American Airlines,552,A2,4
A,1/3/2018 9:09:00 AM,American Airlines,5909,B18,4
D,1/3/2018 9:10:00 AM,Southwest Airlines,1033,C13,4
A,1/3/2018 9:10:00 AM,American Airlines,5810,B22,4
A,1/3/2018 9:10:00 AM,Southwest Airlines,963,D2,4
A,1/3/2018 9:14:00 AM,American Airlines,2754,A27,4
D,1/3/2018 9:15:00 AM,Southwest Airlines,595,C17,4
A,1/3/2018 9:15:00 AM,Southwest Airlines,1886,C14,4
A,1/3/2018 9:20:00 AM,Southwest Airlines,1415,C19,4
A,1/3/2018 9:20:00 AM,Southwest Airlines,1816,C1,4
A,1/3/2018 9:20:00 AM,Southwest Airlines,1734,C13,4
D,1/3/2018 9:21:00 AM,Frontier Airlines,1868,20,3
A,1/3/2018 9:23:00 AM,Delta Air Lines,1555,17,3
A,1/3/2018 9:25:00 AM,Southwest Airlines,1368,D8,4
A,1/3/2018 9:25:00 AM,Southwest Airlines,1405,C7,4
A,1/3/2018 9:25:00 AM,Southwest Airlines,1556,D4,4
D,1/3/2018 9:30:00 AM,United Airlines,316,6B,2
A,1/3/2018 9:30:00 AM,Southwest Airlines,171,D6,4
A,1/3/2018 9:30:00 AM,Southwest Airlines,1506,C17,4
A,1/3/2018 9:30:00 AM,Southwest Airlines,1979,D5,4
D,1/3/2018 9:35:00 AM,American Airlines,938,A9,4
D,1/3/2018 9:35:00 AM,American Airlines,619,A7,4
D,1/3/2018 9:35:00 AM,American Airlines,743,B25,4
D,1/3/2018 9:35:00 AM,American Airlines,3079,B1A,4
A,1/3/2018 9:35:00 AM,Southwest Airlines,1864,C11,4
A,1/3/2018 9:35:00 AM,Southwest Airlines,613,C9,4
A,1/3/2018 9:35:00 AM,Southwest Airlines,1547,C3,4
D,1/3/2018 9:36:00 AM,American Airlines,1840,B8,4
D,1/3/2018 9:37:00 AM,American Airlines,1073,A27,4
D,1/3/2018 9:38:00 AM,American Airlines,652,B10,4
D,1/3/2018 9:40:00 AM,American Airlines,532,A18,4
D,1/3/2018 9:40:00 AM,American Airlines,554,A8,4
D,1/3/2018 9:40:00 AM,American Airlines,1650,A3,4
D,1/3/2018 9:40:00 AM,American Airlines,5875,B24,4
D,1/3/2018 9:40:00 AM,American Airlines,5891,B21,4
A,1/3/2018 9:40:00 AM,Southwest Airlines,858,C6,4
A,1/3/2018 9:40:00 AM,Southwest Airlines,6072,C18,4
D,1/3/2018 9:41:00 AM,American Airlines,5906,B22,4
D,1/3/2018 9:43:00 AM,American Airlines,595,A5,4
A,1/3/2018 9:43:00 AM,WestJet,1922,B23,4
D,1/3/2018 9:44:00 AM,American Airlines,1598,A25,4
D,1/3/2018 9:44:00 AM,American Airlines,3068,B19,4
D,1/3/2018 9:45:00 AM,American Airlines,665,B12,4
D,1/3/2018 9:45:00 AM,American Airlines,515,B14,4
A,1/1/2018 10:22:00 AM,American Airlines,582,A18,4
A,1/1/2018 10:22:00 AM,American Airlines,586,A4,4
A,1/1/2018 10:24:00 AM,American Airlines,1646,A27,4
D,1/1/2018 10:25:00 AM,Southwest Airlines,1864,D3,4
D,1/1/2018 10:25:00 AM,Southwest Airlines,1405,C8,4
D,1/1/2018 10:25:00 AM,Southwest Airlines,613,C14,4
D,1/1/2018 10:25:00 AM,Southwest Airlines,1979,C13,4
D,1/1/2018 10:25:00 AM,Southwest Airlines,6072,C13,4
A,1/1/2018 10:25:00 AM,American Airlines,5937,A1,4
A,1/1/2018 10:25:00 AM,American Airlines,5878,B2,4
A,1/1/2018 10:25:00 AM,Southwest Airlines,762,D7,4
A,1/1/2018 10:27:00 AM,American Airlines,692,B25,4
D,1/1/2018 10:30:00 AM,Southwest Airlines,171,D5,4
D,1/1/2018 10:30:00 AM,Southwest Airlines,1506,C16,4
D,1/1/2018 10:30:00 AM,Southwest Airlines,636,D6,4
A,1/1/2018 10:33:00 AM,American Airlines,448,A30,4
A,1/1/2018 10:34:00 AM,American Airlines,568,A5,4
D,1/1/2018 10:35:00 AM,Southwest Airlines,324,C3,4
D,1/1/2018 10:40:00 AM,Southwest Airlines,454,D7,4
A,1/1/2018 10:40:00 AM,American Airlines,1279,B28,4
A,1/1/2018 10:40:00 AM,Southwest Airlines,1157,C11,4
A,1/1/2018 10:41:00 AM,United Airlines,1511,7,2
A,1/1/2018 10:43:00 AM,United Airlines,581,8,2
D,1/1/2018 10:45:00 AM,United Airlines,604,6B,2
A,1/1/2018 10:45:00 AM,Southwest Airlines,1789,C17,4
A,1/1/2018 10:45:00 AM,Southwest Airlines,421,C16,4
A,1/1/2018 10:45:00 AM,Southwest Airlines,1706,D8,4
D,1/1/2018 10:47:00 AM,Alaska Airlines,647,11,2
A,1/1/2018 10:48:00 AM,United Airlines,667,3,2
D,1/1/2018 10:50:00 AM,United Airlines,5435,5,2
A,1/1/2018 10:50:00 AM,Southwest Airlines,1791,D7,4
A,1/1/2018 10:50:00 AM,Southwest Airlines,658,C7,4
D,1/1/2018 10:55:00 AM,American Airlines,503,B24,4
D,1/1/2018 10:55:00 AM,American Airlines,588,A12,4
D,1/1/2018 10:55:00 AM,American Airlines,493,A4,4
D,1/1/2018 10:55:00 AM,American Airlines,1572,A14,4
D,1/1/2018 10:55:00 AM,American Airlines,3078,B3,4
D,1/1/2018 10:55:00 AM,American Airlines,3133,B15B,4
